Contributors,Dependent repositories,First release,Forks,Latest release,Repository size,Stars,Total releases,Watchers,homepage,name,pkg_link,repo_link
10,2,"Oct  5, 2015",4,"Jun 22, 2019",397 KB,1,10,1,https://github.com/RedHatQE/ssh-tools,com.redhat.qe/ssh-tools,https://clojars.org/com.redhat.qe/ssh-tools/versions/3.0.0-SNAPSHOT,https://github.com/RedHatQE/ssh-tools
1,0,"May 29, 2016",0,"Oct  6, 2016",18.6 KB,1,5,1,https://github.com/saarthakgupta/couchbase-healthcheck,org.clojars.saarthak/couchbase-healthcheck,https://clojars.org/org.clojars.saarthak/couchbase-healthcheck/versions/1.0.3,https://github.com/saarthakgupta/couchbase-healthcheck
1,1,"Oct  5, 2015",0,"Oct  5, 2015",11.7 KB,1,2,4,https://github.com/orionsbelt-battlegrounds/obb-ranking,obb-ranking,https://clojars.org/obb-ranking/versions/1.0.0,https://github.com/orionsbelt-battlegrounds/obb-ranking
1,1,"Oct  5, 2015",1,"Oct  5, 2015",145 KB,1,1,1,https://github.com/timgluz/diff-match-patch,diff-match-patch,https://clojars.org/diff-match-patch/versions/0.1.0-SNAPSHOT,https://github.com/timgluz/diff-match-patch
5,0,"Oct  5, 2015",0,"Oct  5, 2015",96.7 KB,1,1,1,https://github.com/cranberyxl/mongo-storm,storm-mongo,https://clojars.org/storm-mongo/versions/0.0.1-SNAPSHOT,https://github.com/cranberyxl/mongo-storm
1,0,"Oct  5, 2015",1,"Oct  5, 2015",523 KB,1,5,45,https://github.com/MailOnline/clj-stingray,clj-stingray,https://clojars.org/clj-stingray/versions/0.1.2,https://github.com/MailOnline/clj-stingray
3,0,"Oct  5, 2015",0,"Oct  5, 2015",125 KB,1,3,1,https://github.com/lelayf/dfs-datastores-cascading,org.clojars.lelayf/dfs-datastores-cascading,https://clojars.org/org.clojars.lelayf/dfs-datastores-cascading/versions/1.1.5-SNAPSHOT,https://github.com/lelayf/dfs-datastores-cascading
3,0,"Oct  5, 2015",0,"Oct  5, 2015",118 KB,1,1,1,https://github.com/prismofeverything/bifocals,prismofeverything/bifocals,https://clojars.org/prismofeverything/bifocals/versions/0.2.0,https://github.com/prismofeverything/bifocals
15,0,"Oct  5, 2015",0,"Oct  5, 2015",278 KB,1,1,1,https://github.com/sumbach/clojure-maven-plugin,org.clojars.sumbach/clojure-maven-plugin,https://clojars.org/org.clojars.sumbach/clojure-maven-plugin/versions/1.3.4-SNAPSHOT,https://github.com/sumbach/clojure-maven-plugin
2,0,"Oct  5, 2015",0,"Oct  5, 2015",215 KB,1,5,1,https://github.com/sorenmacbeth/elephantdb-cascading,yieldbot/elephantdb-cascading,https://clojars.org/yieldbot/elephantdb-cascading/versions/0.3.5-SNAPSHOT,https://github.com/sorenmacbeth/elephantdb-cascading
2,1,"Oct  5, 2015",0,"Oct  5, 2015",16.1 MB,1,2,2,http://itextpdf.com/,itext,https://clojars.org/itext/versions/4.2.1,https://github.com/yogthos/iText-4.2.0
1,0,"Feb 23, 2016",1,"Feb 23, 2016",7.81 KB,1,2,1,https://github.com/vivekkothari/yamlparser,com.github.vivekkothari/yamlparser,https://clojars.org/com.github.vivekkothari/yamlparser/versions/0.0.2,https://github.com/vivekkothari/yamlparser
1,1,"Oct  5, 2015",0,"Oct  5, 2015",105 KB,1,1,1,https://github.com/michael-trelinski/clojurehadoop,clojurehadoop,https://clojars.org/clojurehadoop/versions/0.1.0-SNAPSHOT,https://github.com/michael-trelinski/clojurehadoop
1,0,"Oct  5, 2015",1,"Oct  5, 2015",103 KB,1,1,1,https://github.com/nakkaya/pid,pid,https://clojars.org/pid/versions/0.1.0-SNAPSHOT,https://github.com/nakkaya/pid
1,2,"Oct  5, 2015",0,"Oct  5, 2015",492 KB,1,1,1,https://github.com/nickbauman/htmlcleaner,htmlcleaner,https://clojars.org/htmlcleaner/versions/2.2.4,https://github.com/nickbauman/htmlcleaner
1,0,"Oct  5, 2015",0,"Oct  5, 2015",737 KB,1,1,1,http://code.google.com/p/kryo,storm/kryo,https://clojars.org/storm/kryo/versions/2.04,https://github.com/nathanmarz/kryo
2,0,"Oct  5, 2015",0,"Oct  5, 2015",12.3 MB,1,2,1,https://github.com/monodeldiablo/orderly,org.clojars.monodeldiablo/orderly,https://clojars.org/org.clojars.monodeldiablo/orderly/versions/0.12-SNAPSHOT,https://github.com/monodeldiablo/orderly
6,0,"Oct  5, 2015",0,"Oct  5, 2015",210 KB,1,6,1,https://github.com/weissjeffm/extended-selenium,com.redhat.qe/extended-selenium,https://clojars.org/com.redhat.qe/extended-selenium/versions/1.0.3.1,https://github.com/weissjeffm/extended-selenium
2,0,"Oct  5, 2015",0,"Oct  5, 2015",142 KB,1,1,1,http://larsmans.github.com/lucene-stanford-lemmatizer,org.clojars.org.sorenmacbeth/lucene-stanford-lemmatizer,https://clojars.org/org.clojars.org.sorenmacbeth/lucene-stanford-lemmatizer/versions/0.1.0,https://github.com/sorenmacbeth/lucene-stanford-lemmatizer
39,3,"Oct  5, 2015",0,"Dec  9, 2015",1.35 MB,1,7,1,http://http-kit.org,com.taoensso.forks/http-kit,https://clojars.org/com.taoensso.forks/http-kit/versions/2.1.20,https://github.com/ptaoussanis/http-kit
1,0,"Oct 24, 2015",1,"Oct 30, 2015",195 KB,1,2,1,https://github.com/ah45/metrics-kafka-reporter,metrics-kafka-reporter,https://clojars.org/metrics-kafka-reporter/versions/0.1.0,https://github.com/ah45/metrics-kafka-reporter
8,0,"Sep 25, 2016",0,"Sep 25, 2016",148 KB,1,4,2,https://github.com/SparkFund/aws-maven,sparkfund/aws-maven,https://clojars.org/sparkfund/aws-maven/versions/5.1.4,https://github.com/SparkFund/aws-maven
1,0,"Feb  1, 2016",0,"Feb  1, 2016",3.45 MB,1,3,1,https://github.com/xafero/clojure-jsr223,org.clojars.xafero/clojure-jsr223,https://clojars.org/org.clojars.xafero/clojure-jsr223/versions/1.7.0,https://github.com/xafero/clojure-jsr223
0,0,"Feb  2, 2016",2,"Feb 20, 2016",21.5 KB,1,2,1,https://github.com/phaneesh/hazelcast-ranger-discovery,com.ranger.hazelcast.servicediscovery/hazelcast-ranger-discovery,https://clojars.org/com.ranger.hazelcast.servicediscovery/hazelcast-ranger-discovery/versions/0.1.1,https://github.com/phaneesh/hazelcast-ranger-discovery
1,1,"Mar 20, 2016",0,"Apr 16, 2016",41 KB,1,3,1,https://github.com/akjetma/dmp-clj,akjetma/dmp-clj,https://clojars.org/akjetma/dmp-clj/versions/0.1.3,https://github.com/akjetma/dmp-clj
1,0,"Mar 25, 2016",0,"Mar 25, 2016",1.11 MB,1,1,3,https://github.com/csm/Jarsync,org.metastatic/jarsync,https://clojars.org/org.metastatic/jarsync/versions/0.5.0,https://github.com/csm/Jarsync
2,0,"Oct  5, 2015",0,"Oct  5, 2015",29.3 KB,1,2,4,https://github.com/chrovis/bgzf4j,bgzf4j,https://clojars.org/bgzf4j/versions/0.1.0,https://github.com/chrovis/bgzf4j
1,0,"Feb  7, 2018",0,"Feb  7, 2018",175 KB,1,10,1,https://github.com/kumarshantanu/preflex,preflex,https://clojars.org/preflex/versions/0.4.0-alpha4,https://github.com/kumarshantanu/preflex
2,0,"Oct  5, 2015",1,"Oct  5, 2015",79.1 KB,1,1,1,https://github.com/crypticstar/clj-swingrepl,org.clojars.cryptic_star/clj-swingrepl,https://clojars.org/org.clojars.cryptic_star/clj-swingrepl/versions/1.0.0-SNAPSHOT,https://github.com/crypticstar/clj-swingrepl
2,0,"Oct  5, 2015",6,"Oct  5, 2015",128 KB,1,4,1,https://github.com/kyleburton/logback-riemann-appender,com.github.kyleburton/logback-riemann-appender,https://clojars.org/com.github.kyleburton/logback-riemann-appender/versions/0.1.3,https://github.com/kyleburton/logback-riemann-appender
1,0,"Oct 24, 2015",1,"Oct 24, 2015",195 KB,1,1,1,https://github.com/ah45/metrics-kafka-reporter,org.clojars.ah45/metrics-kafka-reporter,https://clojars.org/org.clojars.ah45/metrics-kafka-reporter/versions/0.1.0-SNAPSHOT,https://github.com/ah45/metrics-kafka-reporter
1,0,"Mar 25, 2016",0,"Mar 25, 2016",27.3 KB,1,1,2,https://github.com/mastersign/hark,hark,https://clojars.org/hark/versions/0.1.0,https://github.com/mastersign/hark
1,0,"Jul  5, 2016",1,"Jul  5, 2016",20.5 KB,1,1,2,https://github.com/shashankg/HBaseDS,com.sematext.hbase.ds/hbase-ds,https://clojars.org/com.sematext.hbase.ds/hbase-ds/versions/0.0.2-SNAPSHOT,https://github.com/shashankg/HBaseDS
1,0,"Aug 20, 2016",0,"Jan 30, 2017",5.86 KB,1,5,1,https://github.com/phaneesh/xml-bundle,io.dropwizard/dropwizard-maxmind,https://clojars.org/io.dropwizard/dropwizard-maxmind/versions/1.0.5-3,https://github.com/phaneesh/xml-bundle
1,1,"Oct  5, 2015",0,"Oct  5, 2015",141 KB,1,1,1,http://xilize.sourceforge.net/,xilize/xilize-engine,https://clojars.org/xilize/xilize-engine/versions/3.0.3,https://github.com/hellonico/xilize
3,0,"Oct  5, 2015",0,"Oct  5, 2015",42 KB,1,5,30,https://github.com/g-k/PHPass,org.clojars.gguthe/phpass,https://clojars.org/org.clojars.gguthe/phpass/versions/1.0.2,https://github.com/g-k/PHPass
4,0,"Jan  6, 2016",1,"Oct 14, 2016",50.8 KB,1,3,7,https://github.com/flipkart-incubator/lego,com.flipkart.lego/lego,https://clojars.org/com.flipkart.lego/lego/versions/3.0.0-SNAPSHOT,https://github.com/flipkart-incubator/lego
1,0,"Oct  5, 2015",1,"Oct  5, 2015",164 KB,1,3,0,https://github.com/pliant/process,pliant/process,https://clojars.org/pliant/process/versions/0.1.2,https://github.com/pliant/process
1,0,"May  1, 2019",0,"May  1, 2019",181 KB,1,4,1,https://github.com/Cervest/geotools,earth.cervest/geotools,https://clojars.org/earth.cervest/geotools/versions/1.0.3,https://github.com/Cervest/geotools
1,0,"Oct  5, 2015",0,"Oct  5, 2015",121 KB,1,3,6,https://github.com/visicorp/manifest-destiny,dpp.rocks/manifest-destiny,https://clojars.org/dpp.rocks/manifest-destiny/versions/0.2.1,https://github.com/visicorp/manifest-destiny
1,0,"Feb  7, 2018",0,"Feb  7, 2018",24.4 KB,1,2,1,https://github.com/Proximyst/Bukkit4Clojure,org.clojars.proximyst/bukkit-for-clojure,https://clojars.org/org.clojars.proximyst/bukkit-for-clojure/versions/1.0.1,https://github.com/Proximyst/Bukkit4Clojure
1,1,"Oct  5, 2015",0,"Oct  5, 2015",453 KB,1,2,1,https://github.com/cmbntr/jsdt-compat,ch.cmbntr/jsdt-compat,https://clojars.org/ch.cmbntr/jsdt-compat/versions/1.1.0-SNAPSHOT,https://github.com/cmbntr/jsdt-compat
2,0,"Oct  5, 2015",0,"Oct  5, 2015",126 KB,1,1,1,https://github.com/sorenmacbeth/dfs-datastores,org.clojars.sorenmacbeth/dfs-datastores,https://clojars.org/org.clojars.sorenmacbeth/dfs-datastores/versions/1.1.1-SNAPSHOT,https://github.com/sorenmacbeth/dfs-datastores
39,1.67K,"Oct  5, 2015",0,"May  4, 2018",1.35 MB,1,47,1,http://http-kit.org,http-kit,https://clojars.org/http-kit/versions/2.3.0,https://github.com//
7,0,"Oct  5, 2015",0,"Sep  9, 2016",339 KB,1,12,1,https://github.com/ashenfad/histogram,bigml/histogram,https://clojars.org/bigml/histogram/versions/4.1.3,https://github.com/ashenfad/histogram
2,0,"Oct  5, 2015",0,"Oct  5, 2015",42.7 MB,1,1,0,http://jblas.org,jblas,https://clojars.org/jblas/versions/1.2.1,https://github.com/tel/jblas
1,0,"Mar 25, 2016",0,"Mar 25, 2016",5.86 KB,1,1,1,https://github.com/phaneesh/xml-bundle,io.dropwizard.xml/xml-bundle,https://clojars.org/io.dropwizard.xml/xml-bundle/versions/0.0.2,https://github.com/phaneesh/xml-bundle
1,0,"Feb 20, 2016",0,"Jun 21, 2016",137 KB,1,4,1,https://github.com/mikera/clj-spss,net.mikera/clj-spss,https://clojars.org/net.mikera/clj-spss/versions/0.0.4,https://github.com/mikera/clj-spss
1,0,"Apr 25, 2016",0,"Jun 21, 2016",5.86 KB,1,3,1,https://github.com/phaneesh/xml-bundle,io.dropwizard.maxmind/dropwizard-maxmind-bundle,https://clojars.org/io.dropwizard.maxmind/dropwizard-maxmind-bundle/versions/0.0.3,https://github.com/phaneesh/xml-bundle
1,0,"Sep  5, 2016",1,"Sep  5, 2016",3.91 KB,1,1,1,https://github.com/phaneesh/dropwizard-rmq-healthcheck,io.dropwizard/dropwizard-rmq-healthcheck,https://clojars.org/io.dropwizard/dropwizard-rmq-healthcheck/versions/1.0.0-SNAPSHOT,https://github.com/phaneesh/dropwizard-rmq-healthcheck
0,0,"Oct 14, 2016",9,"Oct 14, 2016",37.1 KB,1,1,3,https://github.com/santanusinha/dropwizard-rabbitmq-actors,io.dropwizard.actors/dropwizard-rabbitmq-actors,https://clojars.org/io.dropwizard.actors/dropwizard-rabbitmq-actors/versions/1.0.0-SNAPSHOT,https://github.com/santanusinha/dropwizard-rabbitmq-actors
6,0,"Oct 14, 2016",0,"Oct 14, 2016",7.31 MB,1,3,1,https://github.com/mpenet/tlp,cc.qbits/tlp,https://clojars.org/cc.qbits/tlp/versions/1.0.1,https://github.com/mpenet/tlp
1,0,"Oct  5, 2015",1,"Oct  5, 2015",180 KB,1,2,1,https://github.com/japonophile/bozo,bozo,https://clojars.org/bozo/versions/0.1.1,https://github.com/japonophile/bozo
1,0,"Oct  5, 2015",0,"Oct  5, 2015",203 KB,0,1,1,https://github.com/ladderlife/xrae,xrae,https://clojars.org/xrae/versions/0.1.0,https://github.com/ladderlife/xrae
1,0,"Feb 20, 2019",0,"Feb 20, 2019",95.7 KB,0,1,1,https://github.com/nitishgoyal13/callback-service,com.platform.callback.service/callback-service,https://clojars.org/com.platform.callback.service/callback-service/versions/1.0-SNAPSHOT,https://github.com/nitishgoyal13/callback-service
0,0,"Dec 19, 2018",0,"Dec 20, 2018",14.1 MB,0,4,1,https://github.com/ibarrick/clj-pdf,ibarrick/clj-pdf,https://clojars.org/ibarrick/clj-pdf/versions/2.2.37,https://github.com/ibarrick/clj-pdf
0,1,"May 28, 2017",0,"May 28, 2017",126 KB,0,1,1,https://github.com/llnek/jasal,io.czlab/jasal,https://clojars.org/io.czlab/jasal/versions/1.0.0,https://github.com/llnek/jasal
0,0,"Jan  3, 2018",0,"Jan  3, 2018",1.34 MB,0,1,0,http://http-kit.org,org.curbside.http-kit,https://clojars.org/org.curbside.http-kit/versions/2.2.0+sni,https://github.com/jsab/http-kit
1,0,"Dec 30, 2017",0,"Dec 30, 2017",10.7 KB,0,1,1,https://github.com/andrerichards/jdatascript,defng/jdatascript,https://clojars.org/defng/jdatascript/versions/0.3.0,https://github.com/andrerichards/jdatascript
1,0,"Feb  7, 2018",0,"Feb  7, 2018",822 KB,0,1,1,https://github.com/kyle-annen/java-server,org.clojars.kyleannen.javaserver/javaserver,https://clojars.org/org.clojars.kyleannen.javaserver/javaserver/versions/0.3.0,https://github.com/kyle-annen/java-server
0,0,"Feb  7, 2018",0,"Feb  7, 2018",214 KB,0,1,1,https://github.com/phaneesh/dropwizard-auth-ldap,com.yammer.dropwizard/dropwizard-auth-ldap,https://clojars.org/com.yammer.dropwizard/dropwizard-auth-ldap/versions/1.0.5-1,https://github.com/phaneesh/dropwizard-auth-ldap
0,0,"Mar 14, 2018",0,"Mar 14, 2018",6.84 KB,0,1,1,https://github.com/santanusinha/function-metrics,io.appform.functionmetrics/function-metrics,https://clojars.org/io.appform.functionmetrics/function-metrics/versions/1.0-SNAPSHOT,https://github.com/santanusinha/function-metrics
1,0,"Mar 14, 2018",1,"Mar 14, 2018",72.3 KB,0,1,9,https://github.com/cyverse-de/cyverse-cas-server-support-ldap-rfc2307,org.cyverse/cyverse-cas-server-support-ldap-rfc2307,https://clojars.org/org.cyverse/cyverse-cas-server-support-ldap-rfc2307/versions/1.0.0,https://github.com/cyverse-de/cyverse-cas-server-support-ldap-rfc2307
49,0,"Mar 28, 2018",0,"Mar 28, 2018",1.34 MB,0,1,5,http://http-kit.org,org.simplycredit/http-kit,https://clojars.org/org.simplycredit/http-kit/versions/2.2.0-SNI4,https://github.com/SimplyCredit/http-kit
0,0,"Sep  5, 2018",0,"Sep  5, 2018",7.81 KB,0,3,1,https://github.com/nitishgoyal13/riemann-java-client-dropwizard,riemann.java.client-dropwizard,https://clojars.org/riemann.java.client-dropwizard/versions/1.0-SNAPSHOT,https://github.com/nitishgoyal13/riemann-java-client-dropwizard
0,0,"Sep  5, 2018",0,"Sep  5, 2018",18.6 KB,0,1,1,https://github.com/nitishgoyal13/riemann-bundle,org.dropwizard/dropwizard-riemann,https://clojars.org/org.dropwizard/dropwizard-riemann/versions/1.2.7,https://github.com/nitishgoyal13/riemann-bundle
0,0,"Apr 16, 2016",0,"Apr 16, 2016",14.1 MB,0,2,1,https://github.com/bhurlow/clj-imageinfo,imageinfo,https://clojars.org/imageinfo/versions/0.0.3,https://github.com/bhurlow/clj-imageinfo
1,0,"Aug  9, 2016",0,"Jul  5, 2016",5.86 KB,0,2,1,https://github.com/phaneesh/msgpack-bundle,io.dropwizard/dropwizard-msgpack,https://clojars.org/io.dropwizard/dropwizard-msgpack/versions/1.0.0-rc2-1,https://github.com/phaneesh/msgpack-bundle
3,0,"Jul  5, 2016",2,"Jul  5, 2016",10.7 KB,0,1,1,https://github.com/santanusinha/hystrix-function-wrapper,io.appform.core/hystrix-function-wrapper,https://clojars.org/io.appform.core/hystrix-function-wrapper/versions/1.0-SNAPSHOT,https://github.com/santanusinha/hystrix-function-wrapper
9,0,"Sep 26, 2016",0,"Sep 26, 2016",52.7 KB,0,1,1,https://github.com/slarba/s3-wagon-private,org.clojars.slarba/s3-wagon-private,https://clojars.org/org.clojars.slarba/s3-wagon-private/versions/1.3.0-SNAPSHOT,https://github.com/slarba/s3-wagon-private
46,0,"Aug 31, 2016",0,"Aug 31, 2016",79.2 MB,0,1,8,http://titandb.io,org.clojars.gorillalabs/titan,https://clojars.org/org.clojars.gorillalabs/titan/versions/1.1.0g-SNAPSHOT,https://github.com/gorillalabs/titan
2,0,"Oct  5, 2015",0,"Oct  5, 2015",112 KB,0,2,1,https://github.com/zonpantli/cascading-mongodb,org.clojars.kovalo/cascading-mongodb,https://clojars.org/org.clojars.kovalo/cascading-mongodb/versions/0.0.4,https://github.com/zonpantli/cascading-mongodb
2,1,"Oct  5, 2015",0,"Oct  5, 2015",441 KB,0,2,1,https://github.com/csm/sexp4j,org.metastatic/sexp4j,https://clojars.org/org.metastatic/sexp4j/versions/0.1.1,https://github.com/csm/sexp4j
3,0,"Oct  5, 2015",0,"Oct  5, 2015",96.7 KB,0,1,1,https://github.com/vixns/quartz-couchdb-store,org.motechproject/quartz-couchdb-store,https://clojars.org/org.motechproject/quartz-couchdb-store/versions/0.9.4-SNAPSHOT,https://github.com/vixns/quartz-couchdb-store
18,0,"Oct  5, 2015",0,"Oct  5, 2015",1.33 MB,0,2,1,http://http-kit.org,com.ebaxt/http-kit,https://clojars.org/com.ebaxt/http-kit/versions/2.1.18,https://github.com/ebaxt/http-kit
1,0,"Oct  5, 2015",2,"Oct  5, 2015",2.53 MB,0,2,2,http://xcoder.in/,com.huaban/clj-jb,https://clojars.org/com.huaban/clj-jb/versions/0.1.1-SNAPSHOT,https://github.com/XadillaX/clj-jb
1,0,"Oct  5, 2015",0,"Oct  5, 2015",109 KB,0,1,1,https://github.com/strongh/storm-drpc,org.clojars.strongh/storm-drpc,https://clojars.org/org.clojars.strongh/storm-drpc/versions/0.1.0-SNAPSHOT,https://github.com/strongh/storm-drpc
2,0,"Oct  5, 2015",0,"Oct  5, 2015",955 KB,0,1,1,https://github.com/trevorbernard/jzmq-api,trevorbernard/jzmq-api,https://clojars.org/trevorbernard/jzmq-api/versions/0.1.0-SNAPSHOT,https://github.com/trevorbernard/jzmq-api
5,0,"Oct  5, 2015",0,"Oct  5, 2015",224 KB,0,1,1,http://code.rapportive.com/storm-amqp-spout,org.clojars.gregb/storm-amqp-spout,https://clojars.org/org.clojars.gregb/storm-amqp-spout/versions/0.2.8-SNAPSHOT,https://github.com/gbanas/storm-amqp-spout
2,1,"Oct  5, 2015",1,"Oct  5, 2015",212 KB,0,2,2,https://github.com/ezand/cloogle-api,org.clojars.ezand/cloogle-api,https://clojars.org/org.clojars.ezand/cloogle-api/versions/1.0.1,https://github.com/ezand/cloogle-api
0,1,"Oct  5, 2015",0,"Jul  1, 2018",66.4 KB,0,4,1,https://github.com/jstavel/bz-checker,com.redhat.qe/bz-checker,https://clojars.org/com.redhat.qe/bz-checker/versions/2.1.3-SNAPSHOT,https://github.com/jstavel/bz-checker
18,0,"Oct  5, 2015",0,"Oct  5, 2015",1.34 MB,0,3,1,http://http-kit.org,cc.qbits/http-kit,https://clojars.org/cc.qbits/http-kit/versions/1.2,https://github.com/mpenet/http-kit
2,0,"Oct  5, 2015",0,"Oct  5, 2015",115 KB,0,1,1,https://github.com/brndnmtthws/trident-memcached,org.clojars.brenden/trident-memcached,https://clojars.org/org.clojars.brenden/trident-memcached/versions/0.0.6,https://github.com/brndnmtthws/trident-memcached
19,0,"Oct  5, 2015",0,"Feb 20, 2016",13.3 MB,0,3,1,https://github.com/eruez/clj-pdf,org.clojars.eruez/clj-pdf,https://clojars.org/org.clojars.eruez/clj-pdf/versions/2.2.0.1-SNAPSHOT,https://github.com/eruez/clj-pdf
7,0,"Oct 27, 2016",0,"Nov  3, 2016",50.8 KB,0,3,1,https://github.com/shashankg/marathon-client,com.github.mohitsoni/marathon-client,https://clojars.org/com.github.mohitsoni/marathon-client/versions/0.4.3-rc1-2,https://github.com/shashankg/marathon-client
0,0,"Oct 27, 2016",0,"Oct 27, 2016",9.77 KB,0,2,1,https://github.com/shashankg/Dropwizard-EnvVar-Interpolation,com.shash/envvar-interpolation,https://clojars.org/com.shash/envvar-interpolation/versions/0.7.0-SNAPSHOT,https://github.com/shashankg/Dropwizard-EnvVar-Interpolation
1,0,"Feb 20, 2019",0,"Feb 20, 2019",95.7 KB,0,1,1,https://github.com/nitishgoyal13/callback-service,com.platform.callback.service/callback-service,https://clojars.org/com.platform.callback.service/callback-service/versions/1.0-SNAPSHOT,https://github.com/nitishgoyal13/callback-service
1,0,"Oct  5, 2015",0,"Oct  5, 2015",203 KB,0,1,1,https://github.com/ladderlife/xrae,xrae,https://clojars.org/xrae/versions/0.1.0,https://github.com/ladderlife/xrae
1,0,"Oct  5, 2015",1,"Jul  8, 2016",17.6 KB,0,3,25,https://github.com//,com.helpshift/zk-queue,https://clojars.org/com.helpshift/zk-queue/versions/0.2.0,https://github.com//
3,0,"Dec 12, 2018",5,"Dec 12, 2018",73.2 KB,0,3,12,https://github.com/flipkart-incubator/foxtrot-client,com.foxtrot/foxtrot-client,https://clojars.org/com.foxtrot/foxtrot-client/versions/0.2.10-SNAPSHOT,https://github.com/flipkart-incubator/foxtrot-client
5,5,"Mar 16, 2016",1,"Mar 16, 2016",31.3 KB,0,5,1,https://github.com/RedHatQE/xmlrpc-tools,com.redhat.qe/xmlrpc-client-tools,https://clojars.org/com.redhat.qe/xmlrpc-client-tools/versions/1.0.5,https://github.com/RedHatQE/xmlrpc-tools
3,0,"Aug 11, 2016",2,"Jun 10, 2019",103 KB,0,21,2,https://github.com/phaneesh/primer-bundle,io.dropwizard/dropwizard-primer,https://clojars.org/io.dropwizard/dropwizard-primer/versions/1.3.7-8-rc-SNAPSHOT,https://github.com/phaneesh/primer-bundle
1,0,"Mar  1, 2016",0,"Mar  1, 2016",14.6 KB,0,1,1,https://github.com/hsestupin/fiber-zookeeper,fiber-zookeeper,https://clojars.org/fiber-zookeeper/versions/0.1.0,https://github.com/hsestupin/fiber-zookeeper
1,0,"Apr 16, 2016",1,"Apr 16, 2016",14.6 KB,0,1,1,https://github.com/phaneesh/riemann-bundle,io.dropwizard.riemann/riemann-bundle,https://clojars.org/io.dropwizard.riemann/riemann-bundle/versions/0.9.2-SNAPSHOT,https://github.com/phaneesh/riemann-bundle
49,0,"Sep 14, 2016",0,"Sep 14, 2016",1.34 MB,0,2,1,http://http-kit.org,kaibra/http-kit,https://clojars.org/kaibra/http-kit/versions/0.0.2,https://github.com/kaibra/http-kit
9,0,"Jul  5, 2016",0,"Jul  5, 2016",47.9 KB,0,1,4,https://github.com/lidcore/gcloud-wagon-private,gcloud-wagon-private,https://clojars.org/gcloud-wagon-private/versions/0.1.0,https://github.com/lidcore/gcloud-wagon-private
1,3,"Jul  6, 2016",0,"Oct  6, 2016",92.8 KB,0,6,1,https://github.com/plandes/tabres,com.zensols.gui/tabres,https://clojars.org/com.zensols.gui/tabres/versions/0.0.6,https://github.com/plandes/tabres
1,0,"Aug  9, 2016",1,"Jun 27, 2016",14.6 KB,0,2,1,https://github.com/phaneesh/riemann-bundle,io.dropwizard/dropwizard-riemann,https://clojars.org/io.dropwizard/dropwizard-riemann/versions/1.0.0-rc2-SNAPSHOT,https://github.com/phaneesh/riemann-bundle
2,0,"Nov 11, 2016",0,"Nov 11, 2016",356 KB,0,1,2,https://github.com/kibu-australia/slugger,kibu/slugger,https://clojars.org/kibu/slugger/versions/1.0.2,https://github.com/kibu-australia/slugger
0,0,"Mar 22, 2017",1,"Mar 22, 2017",16.6 KB,0,3,4,https://github.com/funcatron/jvm_services.git,funcatron/spring_boot,https://clojars.org/funcatron/spring_boot/versions/0.2.6a,https://github.com/funcatron/jvm_services.git
1,0,"Sep 29, 2017",0,"Sep 30, 2017",822 KB,0,5,1,https://github.com/kyle-annen/java-server,org.clojars.kyleannen/javaserver,https://clojars.org/org.clojars.kyleannen/javaserver/versions/0.4.0,https://github.com/kyle-annen/java-server
1,1,"Dec 30, 2017",0,"Dec 30, 2017",9.77 KB,0,1,1,https://github.com/andrerichards/joculer,defng/joculer,https://clojars.org/defng/joculer/versions/0.4.0,https://github.com/andrerichards/joculer
0,0,"Feb  7, 2018",0,"Feb  7, 2018",68.4 KB,0,1,5,https://github.com/yummly/s3-wagon-private,yummly/s3-wagon-private,https://clojars.org/yummly/s3-wagon-private/versions/1.3.2-1,https://github.com/yummly/s3-wagon-private
0,0,"Feb  7, 2018",0,"Feb  7, 2018",10.7 KB,0,1,0,https://github.com/Atsman/riemann-lo4j-appender,riemann-log4j-appender,https://clojars.org/riemann-log4j-appender/versions/0.1.1,https://github.com/Atsman/riemann-lo4j-appender
1,0,"Feb  7, 2018",0,"Feb  7, 2018",214 KB,0,6,1,https://github.com/Tushar-Naik/dropwizard-hystrix-tracker,io.dropwizard.tracker/dropwizard-hystrix-tracker,https://clojars.org/io.dropwizard.tracker/dropwizard-hystrix-tracker/versions/1.0-SNAPSHOT,https://github.com/Tushar-Naik/dropwizard-hystrix-tracker
0,0,"Feb  7, 2018",0,"Feb  7, 2018",2.45 MB,0,1,1,http://nginx-clojure.github.io,ibarrick/nginx-clojure,https://clojars.org/ibarrick/nginx-clojure/versions/0.4.5,https://github.com/ibarrick/nginx-clojure
0,0,"Feb  7, 2018",0,"Feb  7, 2018",86.9 KB,0,1,1,https://github.com/llnek/proto,io.czlab/proto,https://clojars.org/io.czlab/proto/versions/1.0.0,https://github.com/llnek/proto
1,0,"Mar 14, 2018",1,"Mar 14, 2018",72.3 KB,0,1,9,https://github.com/cyverse-de/cyverse-cas-server-support-ldap-rfc2307,org.cyverse/dataone-pid-service,https://clojars.org/org.cyverse/dataone-pid-service/versions/1.0.0,https://github.com/cyverse-de/cyverse-cas-server-support-ldap-rfc2307
