Contributors,Dependent repositories,First tag,Forks,Latest tag,Repository size,Stars,Total tags,Watchers,homepage,name,pkg_link,repo_link
21,0,"Nov  3, 2017",555,"Nov  6, 2017",4.28 MB,5.22K,2,192,https://eng.uber.com/tag/ribs/,uber/RIBs,/languages/Java,https://github.com/uber/RIBs
