Contributors,Dependent repositories,First tag,Forks,Latest tag,Repository size,Stars,Total tags,Watchers,homepage,name,pkg_link,repo_link
0,0,"Mar 16, 2016",0,"Nov 30, 2017",574 KB,0,0,1,https://github.com/wjlafrance/swift-bnclient,github.com/wjlafrance/swift-bnclient,/languages/Java,https://github.com/wjlafrance/swift-bnclient
